VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,181165137.0,25160.0,4067850.0,[kJ]
Heat rate - burner,174128840.0,24183.0,4067850.0,[kJ]
Heat rate - specimen comb.,7036297.0,977.0,1128.0,[kJ]
Heat rate - vent.,-86295751.0,-11985.0,935853.0,[kJ]
Heat rate - lining,-7569157.0,-1051.0,1682.0,[kJ]
Heat rate - specimen,-280777.0,-39.0,70.0,[kJ]
Heat rate - intern. gas,-86851160.0,-12062.0,3800870.0,[kJ]
Heat rate - window,-168292.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,3749.0,1.0,88.0,[kg]
Mass rate - specimen,370.0,0.0,0.0,[kg]
Mass rate - ventilation in,69586.0,10.0,1458.0,[kg]
Mass rate - ventilation ou,226307.0,31.0,49622.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,94.0,0.0,0.0,[mm]
Content - O2,741073.0,103.0,210.0,[‰ vol.]
