VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,206772047.0,28716.0,5080629.0,[kJ]
Heat rate - burner,171848875.0,23866.0,5080629.0,[kJ]
Heat rate - specimen comb.,34923172.0,4850.0,7515.0,[kJ]
Heat rate - vent.,-96184427.0,-13358.0,1168852.0,[kJ]
Heat rate - lining,-5283535.0,-734.0,1316.0,[kJ]
Heat rate - specimen,-1512718.0,-210.0,465.0,[kJ]
Heat rate - intern. gas,-117507775.0,-16319.0,4747196.0,[kJ]
Heat rate - window,-126041.0,-18.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2972937.0,413.0,1502.0,[kW/m2]
Heat flux - average,1479844.0,206.0,538.0,[kW/m2]
,,,,
Mass rate - fuel,3700.0,1.0,109.0,[kg]
Mass rate - specimen,1838.0,0.0,0.0,[kg]
Mass rate - ventilation in,67073.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,269337.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,615.0,1200.0,[deg C]
Temperature - lining,-,110.0,441.0,[deg C]
Temperature - specimen,-,250.0,987.0,[deg C]
,,,,
Time - temperature deviation,51.6,-,-,[min]
Time - ventilation controlled,83.5,-,-,[min]
,,,,
Length - charring,71.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
