VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,33373647.0,4635.0,635117.0,[kJ]
Heat rate - burner,21483710.0,2984.0,635117.0,[kJ]
Heat rate - specimen comb.,11889937.0,1651.0,2734.0,[kJ]
Heat rate - vent.,-17112139.0,-2377.0,146123.0,[kJ]
Heat rate - lining,-2918622.0,-405.0,734.0,[kJ]
Heat rate - specimen,-555916.0,-77.0,173.0,[kJ]
Heat rate - intern. gas,-14719064.0,-2044.0,593399.0,[kJ]
Heat rate - window,-122698.0,-17.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,3043127.0,423.0,1501.0,[kW/m2]
Heat flux - average,1411549.0,196.0,584.0,[kW/m2]
,,,,
Mass rate - fuel,463.0,0.0,14.0,[kg]
Mass rate - specimen,626.0,0.0,0.0,[kg]
Mass rate - ventilation in,12889.0,2.0,229.0,[kg]
Mass rate - ventilation ou,38664.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,573.0,1200.0,[deg C]
Temperature - lining,-,81.0,443.0,[deg C]
Temperature - specimen,-,228.0,988.0,[deg C]
,,,,
Time - temperature deviation,67.7,-,-,[min]
Time - ventilation controlled,78.3,-,-,[min]
,,,,
Length - charring,65.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
