VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,159522135.0,22154.0,4067846.0,[kJ]
Heat rate - burner,128946407.0,17908.0,4067846.0,[kJ]
Heat rate - specimen comb.,30575728.0,4246.0,8754.0,[kJ]
Heat rate - vent.,-73731833.0,-10240.0,935853.0,[kJ]
Heat rate - lining,-3729510.0,-518.0,1080.0,[kJ]
Heat rate - specimen,-1437078.0,-200.0,544.0,[kJ]
Heat rate - intern. gas,-94073401.0,-13065.0,3800870.0,[kJ]
Heat rate - window,-92625.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2224033.0,309.0,1502.0,[kW/m2]
Heat flux - average,974779.0,135.0,531.0,[kW/m2]
,,,,
Mass rate - fuel,2776.0,0.0,88.0,[kg]
Mass rate - specimen,1609.0,0.0,0.0,[kg]
Mass rate - ventilation in,50350.0,7.0,1458.0,[kg]
Mass rate - ventilation ou,212445.0,30.0,49622.0,[kg]
,,,,
Temperature - furnace,-,388.0,1200.0,[deg C]
Temperature - lining,-,-15.0,380.0,[deg C]
Temperature - specimen,-,88.0,985.0,[deg C]
,,,,
Time - temperature deviation,79.2,-,-,[min]
Time - ventilation controlled,60.9,-,-,[min]
,,,,
Length - charring,54.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
