VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,180450051.0,25061.0,4067850.0,[kJ]
Heat rate - burner,172019003.0,23890.0,4067850.0,[kJ]
Heat rate - specimen comb.,8431049.0,1171.0,1354.0,[kJ]
Heat rate - vent.,-85600218.0,-11888.0,935853.0,[kJ]
Heat rate - lining,-7489482.0,-1040.0,1664.0,[kJ]
Heat rate - specimen,-336932.0,-47.0,84.0,[kJ]
Heat rate - intern. gas,-86855159.0,-12062.0,3800870.0,[kJ]
Heat rate - window,-168261.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,3703.0,1.0,88.0,[kg]
Mass rate - specimen,444.0,0.0,0.0,[kg]
Mass rate - ventilation in,68830.0,10.0,1458.0,[kg]
Mass rate - ventilation ou,225639.0,31.0,49622.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,93.0,0.0,0.0,[mm]
Content - O2,739613.0,103.0,210.0,[‰ vol.]
