VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,243265945.0,33785.0,6248936.0,[kJ]
Heat rate - burner,200444105.0,27838.0,6248936.0,[kJ]
Heat rate - specimen comb.,42821839.0,5947.0,11428.0,[kJ]
Heat rate - vent.,-112012735.0,-15556.0,1437633.0,[kJ]
Heat rate - lining,-4093709.0,-569.0,1144.0,[kJ]
Heat rate - specimen,-1955673.0,-272.0,708.0,[kJ]
Heat rate - intern. gas,-144503442.0,-20069.0,5838843.0,[kJ]
Heat rate - window,-99336.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2368717.0,329.0,1502.0,[kW/m2]
Heat flux - average,1072146.0,149.0,529.0,[kW/m2]
,,,,
Mass rate - fuel,4315.0,1.0,135.0,[kg]
Mass rate - specimen,2254.0,0.0,1.0,[kg]
Mass rate - ventilation in,76261.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,325010.0,45.0,76228.0,[kg]
,,,,
Temperature - furnace,-,436.0,1200.0,[deg C]
Temperature - lining,-,11.0,396.0,[deg C]
Temperature - specimen,-,122.0,985.0,[deg C]
,,,,
Time - temperature deviation,75.0,-,-,[min]
Time - ventilation controlled,65.9,-,-,[min]
,,,,
Length - charring,58.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
