VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,126866494.0,17619.0,3199482.0,[kJ]
Heat rate - burner,101286849.0,14067.0,3199482.0,[kJ]
Heat rate - specimen comb.,25579644.0,3552.0,7446.0,[kJ]
Heat rate - vent.,-58835279.0,-8171.0,736077.0,[kJ]
Heat rate - lining,-3583371.0,-498.0,1046.0,[kJ]
Heat rate - specimen,-1212765.0,-168.0,463.0,[kJ]
Heat rate - intern. gas,-73998130.0,-10277.0,2989488.0,[kJ]
Heat rate - window,-91135.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2193317.0,305.0,1502.0,[kW/m2]
Heat flux - average,954733.0,133.0,532.0,[kW/m2]
,,,,
Mass rate - fuel,2181.0,0.0,69.0,[kg]
Mass rate - specimen,1346.0,0.0,0.0,[kg]
Mass rate - ventilation in,40378.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,167967.0,23.0,39029.0,[kg]
,,,,
Temperature - furnace,-,378.0,1200.0,[deg C]
Temperature - lining,-,-20.0,376.0,[deg C]
Temperature - specimen,-,81.0,985.0,[deg C]
,,,,
Time - temperature deviation,80.2,-,-,[min]
Time - ventilation controlled,59.9,-,-,[min]
,,,,
Length - charring,53.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
