VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,23938644.0,3325.0,635115.0,[kJ]
Heat rate - burner,16851824.0,2340.0,635115.0,[kJ]
Heat rate - specimen comb.,7086820.0,984.0,6773.0,[kJ]
Heat rate - vent.,-11299842.0,-1569.0,146123.0,[kJ]
Heat rate - lining,-955692.0,-133.0,787.0,[kJ]
Heat rate - specimen,-538006.0,-75.0,568.0,[kJ]
Heat rate - intern. gas,-14684780.0,-2039.0,593399.0,[kJ]
Heat rate - window,-29412.0,-4.0,50.0,[kJ]
,,,,
Heat flux - instantaneous,752420.0,104.0,1502.0,[kW/m2]
Heat flux - average,241954.0,34.0,431.0,[kW/m2]
,,,,
Mass rate - fuel,363.0,0.0,14.0,[kg]
Mass rate - specimen,373.0,0.0,0.0,[kg]
Mass rate - ventilation in,7711.0,1.0,229.0,[kg]
Mass rate - ventilation ou,33157.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,-26.0,1200.0,[deg C]
Temperature - lining,-,-197.0,131.0,[deg C]
Temperature - specimen,-,-195.0,500.0,[deg C]
,,,,
Time - temperature deviation,108.8,-,-,[min]
Time - ventilation controlled,19.6,-,-,[min]
,,,,
Length - charring,22.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
