VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,24010337.0,3335.0,635115.0,[kJ]
Heat rate - burner,16825422.0,2337.0,635115.0,[kJ]
Heat rate - specimen comb.,7184915.0,998.0,6891.0,[kJ]
Heat rate - vent.,-11295559.0,-1569.0,146123.0,[kJ]
Heat rate - lining,-935269.0,-130.0,773.0,[kJ]
Heat rate - specimen,-548302.0,-76.0,581.0,[kJ]
Heat rate - intern. gas,-14686102.0,-2040.0,593399.0,[kJ]
Heat rate - window,-29282.0,-4.0,50.0,[kJ]
,,,,
Heat flux - instantaneous,751212.0,104.0,1502.0,[kW/m2]
Heat flux - average,241485.0,34.0,432.0,[kW/m2]
,,,,
Mass rate - fuel,362.0,0.0,14.0,[kg]
Mass rate - specimen,378.0,0.0,0.0,[kg]
Mass rate - ventilation in,7693.0,1.0,229.0,[kg]
Mass rate - ventilation ou,33146.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,-27.0,1200.0,[deg C]
Temperature - lining,-,-198.0,130.0,[deg C]
Temperature - specimen,-,-195.0,492.0,[deg C]
,,,,
Time - temperature deviation,109.0,-,-,[min]
Time - ventilation controlled,19.5,-,-,[min]
,,,,
Length - charring,22.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
