VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,131037255.0,18198.0,3199483.0,[kJ]
Heat rate - burner,105790991.0,14692.0,3199483.0,[kJ]
Heat rate - specimen comb.,25246264.0,3506.0,6212.0,[kJ]
Heat rate - vent.,-61213121.0,-8501.0,736077.0,[kJ]
Heat rate - lining,-4277237.0,-594.0,1144.0,[kJ]
Heat rate - specimen,-1130517.0,-157.0,386.0,[kJ]
Heat rate - intern. gas,-74016401.0,-10279.0,2989488.0,[kJ]
Heat rate - window,-108231.0,-15.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2567316.0,357.0,1502.0,[kW/m2]
Heat flux - average,1210440.0,168.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,2278.0,0.0,69.0,[kg]
Mass rate - specimen,1329.0,0.0,0.0,[kg]
Mass rate - ventilation in,42743.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,170322.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,502.0,1200.0,[deg C]
Temperature - lining,-,47.0,414.0,[deg C]
Temperature - specimen,-,167.0,985.0,[deg C]
,,,,
Time - temperature deviation,65.8,-,-,[min]
Time - ventilation controlled,72.4,-,-,[min]
,,,,
Length - charring,62.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
