VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,93950527.0,13048.0,2464426.0,[kJ]
Heat rate - burner,72126591.0,10017.0,2464426.0,[kJ]
Heat rate - specimen comb.,21823936.0,3031.0,9414.0,[kJ]
Heat rate - vent.,-43103475.0,-5986.0,566971.0,[kJ]
Heat rate - lining,-2181725.0,-303.0,868.0,[kJ]
Heat rate - specimen,-1176754.0,-163.0,566.0,[kJ]
Heat rate - intern. gas,-57000172.0,-7916.0,2302667.0,[kJ]
Heat rate - window,-60384.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1474012.0,205.0,1502.0,[kW/m2]
Heat flux - average,576626.0,80.0,493.0,[kW/m2]
,,,,
Mass rate - fuel,1553.0,0.0,53.0,[kg]
Mass rate - specimen,1149.0,0.0,0.0,[kg]
Mass rate - ventilation in,28780.0,4.0,884.0,[kg]
Mass rate - ventilation ou,127181.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,183.0,1200.0,[deg C]
Temperature - lining,-,-114.0,281.0,[deg C]
Temperature - specimen,-,-58.0,980.0,[deg C]
,,,,
Time - temperature deviation,97.4,-,-,[min]
Time - ventilation controlled,40.7,-,-,[min]
,,,,
Length - charring,39.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
