VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53901195.0,7486.0,1349808.0,[kJ]
Heat rate - burner,40384298.0,5609.0,1349808.0,[kJ]
Heat rate - specimen comb.,13516897.0,1877.0,5706.0,[kJ]
Heat rate - vent.,-25270863.0,-3510.0,310544.0,[kJ]
Heat rate - lining,-2213446.0,-307.0,869.0,[kJ]
Heat rate - specimen,-726816.0,-101.0,347.0,[kJ]
Heat rate - intern. gas,-31229688.0,-4337.0,1261190.0,[kJ]
Heat rate - window,-61104.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1487502.0,207.0,1502.0,[kW/m2]
Heat flux - average,585085.0,81.0,490.0,[kW/m2]
,,,,
Mass rate - fuel,869.0,0.0,29.0,[kg]
Mass rate - specimen,711.0,0.0,0.0,[kg]
Mass rate - ventilation in,17455.0,2.0,485.0,[kg]
Mass rate - ventilation ou,71452.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,190.0,1200.0,[deg C]
Temperature - lining,-,-111.0,284.0,[deg C]
Temperature - specimen,-,-54.0,980.0,[deg C]
,,,,
Time - temperature deviation,96.0,-,-,[min]
Time - ventilation controlled,41.5,-,-,[min]
,,,,
Length - charring,39.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
