VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39445099.0,5478.0,948026.0,[kJ]
Heat rate - burner,28932096.0,4018.0,948026.0,[kJ]
Heat rate - specimen comb.,10513003.0,1460.0,4327.0,[kJ]
Heat rate - vent.,-18880769.0,-2622.0,218110.0,[kJ]
Heat rate - lining,-2141827.0,-297.0,828.0,[kJ]
Heat rate - specimen,-561113.0,-78.0,266.0,[kJ]
Heat rate - intern. gas,-21940658.0,-3047.0,885774.0,[kJ]
Heat rate - window,-61891.0,-9.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1506453.0,209.0,1502.0,[kW/m2]
Heat flux - average,596941.0,83.0,487.0,[kW/m2]
,,,,
Mass rate - fuel,623.0,0.0,20.0,[kg]
Mass rate - specimen,553.0,0.0,0.0,[kg]
Mass rate - ventilation in,13412.0,2.0,341.0,[kg]
Mass rate - ventilation ou,51404.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,199.0,1200.0,[deg C]
Temperature - lining,-,-106.0,289.0,[deg C]
Temperature - specimen,-,-48.0,980.0,[deg C]
,,,,
Time - temperature deviation,94.3,-,-,[min]
Time - ventilation controlled,42.5,-,-,[min]
,,,,
Length - charring,39.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
