VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,31875099.0,4427.0,635117.0,[kJ]
Heat rate - burner,21053047.0,2924.0,635117.0,[kJ]
Heat rate - specimen comb.,10822051.0,1503.0,2852.0,[kJ]
Heat rate - vent.,-16129871.0,-2240.0,146123.0,[kJ]
Heat rate - lining,-2661210.0,-370.0,725.0,[kJ]
Heat rate - specimen,-518752.0,-72.0,180.0,[kJ]
Heat rate - intern. gas,-14716626.0,-2044.0,593399.0,[kJ]
Heat rate - window,-104002.0,-14.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,2575803.0,358.0,1502.0,[kW/m2]
Heat flux - average,1145469.0,159.0,565.0,[kW/m2]
,,,,
Mass rate - fuel,453.0,0.0,14.0,[kg]
Mass rate - specimen,570.0,0.0,0.0,[kg]
Mass rate - ventilation in,12078.0,2.0,229.0,[kg]
Mass rate - ventilation ou,37781.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,458.0,1200.0,[deg C]
Temperature - lining,-,20.0,409.0,[deg C]
Temperature - specimen,-,143.0,987.0,[deg C]
,,,,
Time - temperature deviation,77.8,-,-,[min]
Time - ventilation controlled,67.3,-,-,[min]
,,,,
Length - charring,58.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
