VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,131855114.0,18312.0,3199483.0,[kJ]
Heat rate - burner,106591155.0,14803.0,3199483.0,[kJ]
Heat rate - specimen comb.,25263959.0,3509.0,6006.0,[kJ]
Heat rate - vent.,-61682224.0,-8566.0,736077.0,[kJ]
Heat rate - lining,-4417878.0,-614.0,1160.0,[kJ]
Heat rate - specimen,-1121171.0,-156.0,373.0,[kJ]
Heat rate - intern. gas,-74022876.0,-10280.0,2989488.0,[kJ]
Heat rate - window,-112338.0,-16.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2659976.0,369.0,1502.0,[kW/m2]
Heat flux - average,1274347.0,177.0,529.0,[kW/m2]
,,,,
Mass rate - fuel,2295.0,0.0,69.0,[kg]
Mass rate - specimen,1330.0,0.0,0.0,[kg]
Mass rate - ventilation in,43197.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,170781.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,530.0,1200.0,[deg C]
Temperature - lining,-,62.0,421.0,[deg C]
Temperature - specimen,-,187.0,985.0,[deg C]
,,,,
Time - temperature deviation,62.0,-,-,[min]
Time - ventilation controlled,75.2,-,-,[min]
,,,,
Length - charring,64.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
