Total energy comsumption,11517.0,[MJ]
Total fuel consumption,248.0,[kg]
Total charred depth,0.0,[cm]
Time when actual temperature deviated,0.0,[min]
Time when ventilation controlled,0.0,[min]
Max. lining temperature,1006.0,[C]
Max. specimen temperature,25.0,[C]
Min. heat loss to lining,-1316.0,[kJ/s]
Min. heat loss to specimen,0.0,[kJ/s]
Min. heat loss to window,-35.0,[kJ/s]
Ave. vent. mass flow rate,0.773,[kg/s]
O2 content by vol.,4.55,[%]
